ticket_id,product,feature,issue_description,resolution_status
98667668,Wireless Headphones,Battery Life,The headphones battery drains rapidly even with moderate use.,Resolved
22153440,Laptop,Processor,The laptop processor is not keeping up with the user workload.,Unresolved
82248444,Portable Speaker,Battery Life,The speaker battery drains quickly even with minimal use.,Resolved
62249682,Desktop Computer,RAM,The computer is running out of memory causing programs to freeze.,Escalated
43387305,Laptop,Battery,The laptop battery is draining quickly even with light usage.,Escalated
84622147,Portable Speaker,Battery Life,The speaker battery drains quickly even with minimal use.,Unresolved
56045767,Wireless Headphones,Controls,The headphones controls are not functioning as expected.,Resolved
53380435,Gaming Console,Performance,The console is experiencing frequent game crashes and slowdowns.,Resolved
49933195,Portable Speaker,Durability,The speaker is not as durable as expected compromising its usability.,Escalated
82123431,Laptop,Processor,The laptop is struggling to run multiple applications simultaneously.,Resolved
66616690,Smartphone,Display,The display is not responsive to touch inputs.,Escalated
94732934,Portable Speaker,Durability,The speaker build quality is not up to par affecting its lifespan.,Resolved
80772659,Laptop,Storage,The laptop storage is filling up quickly leaving little space for new data.,Unresolved
56283636,Wireless Earbuds,Battery Life,The earbuds battery life is short requiring frequent charging.,Unresolved
31480666,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Unresolved
90073224,Smartphone,Camera,The camera is producing blurry and grainy images.,Escalated
15941706,Gaming Console,Online Services,The user is dissatisfied with the quality of the online experience.,Resolved
89392724,Smartwatch,Fitness Tracking,The watch fitness tracking features are not providing reliable data.,Unresolved
85004015,Gaming Console,Performance,The console is experiencing frequent game crashes and slowdowns.,Unresolved
91740613,Desktop Computer,Processor,The computer processor is not keeping up with the user workload.,Unresolved
37310440,Wireless Earbuds,Battery Life,The earbuds battery life is short requiring frequent charging.,Unresolved
17591923,Wireless Earbuds,Audio Quality,The audio quality of the earbuds is poor with frequent static and distortion.,Escalated
74622769,Laptop,Storage,The laptop storage is filling up quickly leaving little space for new data.,Resolved
32085519,Desktop Computer,Connectivity,The computer networking capabilities are not functioning as expected.,Unresolved
35271330,Smartphone,Camera,The camera is producing blurry and grainy images.,Escalated
75788591,Portable Speaker,Battery Life,The speaker battery is not lasting as long as expected.,Resolved
82129130,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Escalated
37262962,Desktop Computer,Storage,The computer storage is filling up quickly leaving little space for new data.,Escalated
61452636,Portable Speaker,Durability,The speaker is not withstanding the elements and is getting damaged.,Resolved
19644758,Portable Speaker,Connectivity,The speaker Bluetooth connectivity is unreliable.,Unresolved
65394197,Smartphone,Display,The display is not responsive to touch inputs.,Resolved
33230651,Gaming Console,Performance,The console is struggling to maintain a consistent frame rate.,Unresolved
66500236,Wireless Earbuds,Connectivity,The earbuds keep disconnecting from the user device.,Resolved
99322981,Wireless Headphones,Audio Quality,The audio quality is muffled and lacks clarity.,Resolved
38514990,Laptop,Processor,The laptop performance is sluggish especially with intensive tasks.,Unresolved
18654252,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Escalated
96223251,Smartphone,Camera,The camera is producing blurry and grainy images.,Escalated
51575270,Portable Speaker,Audio Quality,The speaker is producing distorted and muffled audio.,Escalated
19820887,Laptop,RAM,The laptop RAM is maxed out leading to poor multitasking performance.,Unresolved
25510694,Laptop,Display,The laptop display is not delivering the expected visual quality.,Escalated
76557943,Wireless Headphones,Connectivity,The headphones are experiencing frequent connection issues.,Unresolved
23815349,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Resolved
23050402,Wireless Headphones,Connectivity,The headphones are experiencing frequent connection issues.,Resolved
82476861,Gaming Console,Online Services,The user is dissatisfied with the quality of the online experience.,Resolved
78014381,Wireless Earbuds,Audio Quality,The audio quality of the earbuds is poor with frequent static and distortion.,Resolved
85333471,Desktop Computer,Storage,The computer storage is full preventing the user from saving new files.,Resolved
68369792,Smartphone,Display,The display is showing distorted colors.,Resolved
99672878,Gaming Console,Performance,The console is experiencing frequent game crashes and slowdowns.,Resolved
72096785,Smartwatch,Fitness Tracking,The watch fitness tracking features are not providing reliable data.,Unresolved
12534492,Wireless Earbuds,Connectivity,The earbuds Bluetooth connectivity is unreliable causing disruptions.,Unresolved
83297208,Smartphone,Performance,The phone is lagging and crashing when running multiple apps.,Unresolved
59835001,Smartwatch,Fitness Tracking,The watch is not accurately tracking the user fitness activities.,Escalated
11283920,Wireless Headphones,Controls,The touch controls on the headphones are unresponsive.,Unresolved
46762137,Smartwatch,Smart Features,The watch smart features are not delivering the intended user experience.,Escalated
65916956,Portable Speaker,Audio Quality,The speaker sound quality is not meeting the user expectations.,Resolved
22481434,Wireless Headphones,Connectivity,The headphones keep disconnecting from the device.,Escalated
71316542,Smartphone,Camera,The camera is not capturing clear photos.,Escalated
17885538,Laptop,Storage,The laptop storage is full preventing the user from saving new files.,Resolved
46022548,Portable Speaker,Audio Quality,The speaker sound quality is not meeting the user expectations.,Unresolved
28175412,Gaming Console,Game Library,The user is disappointed by the lack of new game releases.,Escalated
54925679,Smartwatch,Smart Features,The watch smart features are not delivering the intended user experience.,Escalated
12173264,Smartphone,Performance,The phone is lagging and crashing when running multiple apps.,Escalated
86047997,Smartphone,Display,The display is showing distorted colors.,Unresolved
83881615,Desktop Computer,Storage,The computer storage is filling up quickly leaving little space for new data.,Escalated
93363755,Gaming Console,Online Services,The user is dissatisfied with the quality of the online experience.,Resolved
60443587,Smartwatch,Smart Features,The user is unable to fully utilize the watch smart capabilities as expected.,Unresolved
64041958,Smartwatch,Fitness Tracking,The user is dissatisfied with the watch ability to monitor their fitness.,Resolved
28322183,Smartphone,Camera,The camera is producing blurry and grainy images.,Unresolved
29270270,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Unresolved
60039817,Portable Speaker,Durability,The speaker build quality is not up to par affecting its lifespan.,Unresolved
70760348,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Resolved
93955685,Smartwatch,Smart Features,The watch smart features are not delivering the intended user experience.,Escalated
76276111,Gaming Console,Controller,The controller is experiencing connectivity issues.,Unresolved
97048354,Smartwatch,Connectivity,The watch is unable to connect to the user smartphone.,Resolved
75401256,Desktop Computer,Graphics,The computer is unable to handle graphics-intensive applications effectively.,Resolved
39042527,Desktop Computer,Processor,The computer is struggling to handle intensive tasks like video editing.,Escalated
63987489,Wireless Earbuds,Controls,The user is unable to effectively control the earbuds features due to issues with the controls.,Resolved
68790669,Gaming Console,Controller,The controller is not registering inputs properly.,Escalated
